source,target,value,source_label,target_label,step_from,step_to
3,6,26,User Talk Namespace Edits,Male,1,2
4,6,2218,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,1339,Content Namespace Edits,Male,1,2
0,6,32,User Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,74,Content Namespace Edits,Male,1,2
0,6,15,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,42,Content Namespace Edits,Male,1,2
0,7,3,User Namespace Edits,Female,1,2
2,7,2,Talk Namespace Edits,Female,1,2
3,7,4,User Talk Namespace Edits,Female,1,2
4,7,48,Content Namespace Edits,Female,1,2
0,7,15,User Namespace Edits,Female,1,2
1,7,1,Wikipedia Namespace Edits,Female,1,2
3,7,7,User Talk Namespace Edits,Female,1,2
4,7,67,Content Namespace Edits,Female,1,2
0,7,19,User Namespace Edits,Female,1,2
1,7,31,Wikipedia Namespace Edits,Female,1,2
2,7,3,Talk Namespace Edits,Female,1,2
3,7,2,User Talk Namespace Edits,Female,1,2
4,7,280,Content Namespace Edits,Female,1,2
7,8,4,Female,Edits in Pages related to Women,2,3
0,7,65,User Namespace Edits,Female,1,2
1,7,18,Wikipedia Namespace Edits,Female,1,2
2,7,37,Talk Namespace Edits,Female,1,2
3,7,106,User Talk Namespace Edits,Female,1,2
4,7,862,Content Namespace Edits,Female,1,2
7,8,13,Female,Edits in Pages related to Women,2,3
7,9,19,Female,Edits in WikiProjects related to Women,2,3
0,5,33,User Namespace Edits,Unknown,1,2
1,5,10,Wikipedia Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,129,Content Namespace Edits,Unknown,1,2
5,9,1,Unknown,Edits in WikiProjects related to Women,2,3
0,5,6,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,7,User Talk Namespace Edits,Unknown,1,2
4,5,1447,Content Namespace Edits,Unknown,1,2
0,7,54,User Namespace Edits,Female,1,2
4,7,1,Content Namespace Edits,Female,1,2
0,7,14,User Namespace Edits,Female,1,2
4,7,50,Content Namespace Edits,Female,1,2
0,7,41,User Namespace Edits,Female,1,2
1,7,1,Wikipedia Namespace Edits,Female,1,2
2,7,4,Talk Namespace Edits,Female,1,2
4,7,6,Content Namespace Edits,Female,1,2
0,7,59,User Namespace Edits,Female,1,2
3,7,2,User Talk Namespace Edits,Female,1,2
4,7,28,Content Namespace Edits,Female,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,1294,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
3,6,6,User Talk Namespace Edits,Male,1,2
4,6,186,Content Namespace Edits,Male,1,2
0,5,57,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
0,7,88,User Namespace Edits,Female,1,2
3,7,6,User Talk Namespace Edits,Female,1,2
4,7,6,Content Namespace Edits,Female,1,2
0,5,50,User Namespace Edits,Unknown,1,2
1,5,3,Wikipedia Namespace Edits,Unknown,1,2
4,5,40,Content Namespace Edits,Unknown,1,2
0,6,190,User Namespace Edits,Male,1,2
1,6,12,Wikipedia Namespace Edits,Male,1,2
4,6,337,Content Namespace Edits,Male,1,2
0,6,16,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,17,Talk Namespace Edits,Male,1,2
3,6,11,User Talk Namespace Edits,Male,1,2
4,6,162,Content Namespace Edits,Male,1,2
0,6,433,User Namespace Edits,Male,1,2
1,6,327,Wikipedia Namespace Edits,Male,1,2
2,6,78,Talk Namespace Edits,Male,1,2
3,6,348,User Talk Namespace Edits,Male,1,2
4,6,4914,Content Namespace Edits,Male,1,2
6,8,1,Male,Edits in Pages related to Women,2,3
0,5,356,User Namespace Edits,Unknown,1,2
1,5,42,Wikipedia Namespace Edits,Unknown,1,2
2,5,108,Talk Namespace Edits,Unknown,1,2
3,5,23,User Talk Namespace Edits,Unknown,1,2
4,5,551,Content Namespace Edits,Unknown,1,2
5,8,1,Unknown,Edits in Pages related to Women,2,3
0,7,492,User Namespace Edits,Female,1,2
1,7,6,Wikipedia Namespace Edits,Female,1,2
3,7,20,User Talk Namespace Edits,Female,1,2
4,7,683,Content Namespace Edits,Female,1,2
7,9,1,Female,Edits in WikiProjects related to Women,2,3
0,6,31,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,16,User Talk Namespace Edits,Male,1,2
4,6,391,Content Namespace Edits,Male,1,2
0,5,4,User Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,6,User Talk Namespace Edits,Unknown,1,2
4,5,160,Content Namespace Edits,Unknown,1,2
0,6,53,User Namespace Edits,Male,1,2
1,6,19,Wikipedia Namespace Edits,Male,1,2
2,6,10,Talk Namespace Edits,Male,1,2
3,6,58,User Talk Namespace Edits,Male,1,2
4,6,35,Content Namespace Edits,Male,1,2
0,5,53,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,15,Talk Namespace Edits,Unknown,1,2
3,5,37,User Talk Namespace Edits,Unknown,1,2
4,5,281,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,2,User Talk Namespace Edits,Unknown,1,2
4,5,128,Content Namespace Edits,Unknown,1,2
0,6,23,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,37,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,117,Content Namespace Edits,Male,1,2
0,5,49,User Namespace Edits,Unknown,1,2
1,5,25,Wikipedia Namespace Edits,Unknown,1,2
2,5,80,Talk Namespace Edits,Unknown,1,2
3,5,13,User Talk Namespace Edits,Unknown,1,2
4,5,64531,Content Namespace Edits,Unknown,1,2
0,7,1,User Namespace Edits,Female,1,2
3,7,4,User Talk Namespace Edits,Female,1,2
4,7,147,Content Namespace Edits,Female,1,2
0,7,17,User Namespace Edits,Female,1,2
1,7,6,Wikipedia Namespace Edits,Female,1,2
2,7,5,Talk Namespace Edits,Female,1,2
3,7,34,User Talk Namespace Edits,Female,1,2
4,7,537,Content Namespace Edits,Female,1,2
0,7,29,User Namespace Edits,Female,1,2
3,7,25,User Talk Namespace Edits,Female,1,2
4,7,4,Content Namespace Edits,Female,1,2
7,9,25,Female,Edits in WikiProjects related to Women,2,3
0,7,41,User Namespace Edits,Female,1,2
3,7,13,User Talk Namespace Edits,Female,1,2
4,7,7,Content Namespace Edits,Female,1,2
0,5,33,User Namespace Edits,Unknown,1,2
4,5,77,Content Namespace Edits,Unknown,1,2
0,6,14,User Namespace Edits,Male,1,2
2,6,8,Talk Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,181,Content Namespace Edits,Male,1,2
0,6,95,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
3,6,69,User Talk Namespace Edits,Male,1,2
4,6,9,Content Namespace Edits,Male,1,2
0,6,28,User Namespace Edits,Male,1,2
1,6,55,Wikipedia Namespace Edits,Male,1,2
2,6,38,Talk Namespace Edits,Male,1,2
3,6,46,User Talk Namespace Edits,Male,1,2
4,6,1332,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,3,Talk Namespace Edits,Unknown,1,2
4,5,126,Content Namespace Edits,Unknown,1,2
0,6,23,User Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,24,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
4,6,128,Content Namespace Edits,Male,1,2
0,6,191,User Namespace Edits,Male,1,2
1,6,998,Wikipedia Namespace Edits,Male,1,2
2,6,1927,Talk Namespace Edits,Male,1,2
3,6,1036,User Talk Namespace Edits,Male,1,2
4,6,39215,Content Namespace Edits,Male,1,2
6,8,1,Male,Edits in Pages related to Women,2,3
0,5,5,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,72,Content Namespace Edits,Unknown,1,2
0,6,30,User Namespace Edits,Male,1,2
1,6,9,Wikipedia Namespace Edits,Male,1,2
2,6,11,Talk Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,161,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
2,6,39,Talk Namespace Edits,Male,1,2
3,6,16,User Talk Namespace Edits,Male,1,2
4,6,67,Content Namespace Edits,Male,1,2
0,6,16,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,104,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,47,Talk Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,1117,Content Namespace Edits,Male,1,2
0,5,26,User Namespace Edits,Unknown,1,2
2,5,16,Talk Namespace Edits,Unknown,1,2
4,5,38,Content Namespace Edits,Unknown,1,2
0,6,351,User Namespace Edits,Male,1,2
1,6,92,Wikipedia Namespace Edits,Male,1,2
2,6,44,Talk Namespace Edits,Male,1,2
3,6,175,User Talk Namespace Edits,Male,1,2
4,6,18766,Content Namespace Edits,Male,1,2
6,8,2,Male,Edits in Pages related to Women,2,3
0,6,2,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,139,Content Namespace Edits,Male,1,2
0,5,29,User Namespace Edits,Unknown,1,2
1,5,3,Wikipedia Namespace Edits,Unknown,1,2
2,5,1,Talk Namespace Edits,Unknown,1,2
3,5,6,User Talk Namespace Edits,Unknown,1,2
4,5,88,Content Namespace Edits,Unknown,1,2
0,6,114,User Namespace Edits,Male,1,2
1,6,36,Wikipedia Namespace Edits,Male,1,2
2,6,57,Talk Namespace Edits,Male,1,2
3,6,45,User Talk Namespace Edits,Male,1,2
4,6,328,Content Namespace Edits,Male,1,2
0,5,6,User Namespace Edits,Unknown,1,2
2,5,4,Talk Namespace Edits,Unknown,1,2
4,5,63,Content Namespace Edits,Unknown,1,2
0,5,10,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
3,5,42,User Talk Namespace Edits,Unknown,1,2
4,5,56,Content Namespace Edits,Unknown,1,2
0,6,13,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,110,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
2,6,4,Talk Namespace Edits,Male,1,2
4,6,94,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
2,6,12,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,52,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
4,6,152,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,25,User Talk Namespace Edits,Male,1,2
4,6,4585,Content Namespace Edits,Male,1,2
0,5,7,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,9,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,31,Content Namespace Edits,Unknown,1,2
0,6,27,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
4,6,22,Content Namespace Edits,Male,1,2
0,6,25,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,19,User Talk Namespace Edits,Male,1,2
4,6,267,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
4,6,359,Content Namespace Edits,Male,1,2
0,6,36,User Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,47,User Talk Namespace Edits,Male,1,2
4,6,139,Content Namespace Edits,Male,1,2
0,6,28,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,92,Content Namespace Edits,Male,1,2
0,6,11,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
4,6,1304,Content Namespace Edits,Male,1,2
0,6,77,User Namespace Edits,Male,1,2
1,6,6,Wikipedia Namespace Edits,Male,1,2
2,6,5,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,439,Content Namespace Edits,Male,1,2
0,5,1,User Namespace Edits,Unknown,1,2
4,5,51,Content Namespace Edits,Unknown,1,2
0,6,11,User Namespace Edits,Male,1,2
1,6,4,Wikipedia Namespace Edits,Male,1,2
2,6,9,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,182,Content Namespace Edits,Male,1,2
0,6,30,User Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,407,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
1,6,8,Wikipedia Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,151,Content Namespace Edits,Male,1,2
0,6,15,User Namespace Edits,Male,1,2
4,6,42,Content Namespace Edits,Male,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,18,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,83,Content Namespace Edits,Male,1,2
0,5,18,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
4,5,31,Content Namespace Edits,Unknown,1,2
0,6,270,User Namespace Edits,Male,1,2
1,6,70,Wikipedia Namespace Edits,Male,1,2
2,6,512,Talk Namespace Edits,Male,1,2
3,6,135,User Talk Namespace Edits,Male,1,2
4,6,16303,Content Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
2,6,13,Talk Namespace Edits,Male,1,2
3,6,8,User Talk Namespace Edits,Male,1,2
4,6,45,Content Namespace Edits,Male,1,2
0,6,8,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,3,User Talk Namespace Edits,Male,1,2
4,6,87,Content Namespace Edits,Male,1,2
0,5,91,User Namespace Edits,Unknown,1,2
1,5,43,Wikipedia Namespace Edits,Unknown,1,2
2,5,62,Talk Namespace Edits,Unknown,1,2
3,5,78,User Talk Namespace Edits,Unknown,1,2
4,5,587,Content Namespace Edits,Unknown,1,2
0,5,3,User Namespace Edits,Unknown,1,2
3,5,7,User Talk Namespace Edits,Unknown,1,2
4,5,119,Content Namespace Edits,Unknown,1,2
0,5,589,User Namespace Edits,Unknown,1,2
1,5,709,Wikipedia Namespace Edits,Unknown,1,2
2,5,219,Talk Namespace Edits,Unknown,1,2
3,5,456,User Talk Namespace Edits,Unknown,1,2
4,5,6331,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
3,5,5,User Talk Namespace Edits,Unknown,1,2
4,5,93,Content Namespace Edits,Unknown,1,2
0,6,7,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
3,6,9,User Talk Namespace Edits,Male,1,2
4,6,1052,Content Namespace Edits,Male,1,2
0,6,119,User Namespace Edits,Male,1,2
1,6,77,Wikipedia Namespace Edits,Male,1,2
2,6,111,Talk Namespace Edits,Male,1,2
3,6,164,User Talk Namespace Edits,Male,1,2
4,6,1289,Content Namespace Edits,Male,1,2
0,5,189,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,9,User Talk Namespace Edits,Unknown,1,2
4,5,1472,Content Namespace Edits,Unknown,1,2
0,5,55,User Namespace Edits,Unknown,1,2
4,5,2,Content Namespace Edits,Unknown,1,2
0,5,7,User Namespace Edits,Unknown,1,2
4,5,43,Content Namespace Edits,Unknown,1,2
0,6,8,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,42,Content Namespace Edits,Male,1,2
0,5,2,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,109,Content Namespace Edits,Unknown,1,2
0,6,1,User Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
4,6,76,Content Namespace Edits,Male,1,2
0,6,89,User Namespace Edits,Male,1,2
1,6,13,Wikipedia Namespace Edits,Male,1,2
2,6,55,Talk Namespace Edits,Male,1,2
3,6,88,User Talk Namespace Edits,Male,1,2
4,6,373,Content Namespace Edits,Male,1,2
6,8,2,Male,Edits in Pages related to Women,2,3
0,6,211,User Namespace Edits,Male,1,2
3,6,12,User Talk Namespace Edits,Male,1,2
0,6,2,User Namespace Edits,Male,1,2
1,6,5,Wikipedia Namespace Edits,Male,1,2
2,6,2,Talk Namespace Edits,Male,1,2
3,6,17,User Talk Namespace Edits,Male,1,2
4,6,93,Content Namespace Edits,Male,1,2
0,5,32,User Namespace Edits,Unknown,1,2
1,5,8,Wikipedia Namespace Edits,Unknown,1,2
2,5,20,Talk Namespace Edits,Unknown,1,2
3,5,16,User Talk Namespace Edits,Unknown,1,2
4,5,245,Content Namespace Edits,Unknown,1,2
0,6,38,User Namespace Edits,Male,1,2
1,6,14,Wikipedia Namespace Edits,Male,1,2
2,6,26,Talk Namespace Edits,Male,1,2
3,6,33,User Talk Namespace Edits,Male,1,2
4,6,73,Content Namespace Edits,Male,1,2
0,6,43,User Namespace Edits,Male,1,2
3,6,5,User Talk Namespace Edits,Male,1,2
4,6,13,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,8,Talk Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,50,Content Namespace Edits,Male,1,2
0,7,20,User Namespace Edits,Female,1,2
2,7,16,Talk Namespace Edits,Female,1,2
3,7,11,User Talk Namespace Edits,Female,1,2
4,7,399,Content Namespace Edits,Female,1,2
0,5,17,User Namespace Edits,Unknown,1,2
1,5,3,Wikipedia Namespace Edits,Unknown,1,2
4,5,86,Content Namespace Edits,Unknown,1,2
0,5,10,User Namespace Edits,Unknown,1,2
3,5,1,User Talk Namespace Edits,Unknown,1,2
4,5,44,Content Namespace Edits,Unknown,1,2
0,7,617,User Namespace Edits,Female,1,2
1,7,103,Wikipedia Namespace Edits,Female,1,2
2,7,332,Talk Namespace Edits,Female,1,2
3,7,290,User Talk Namespace Edits,Female,1,2
4,7,12470,Content Namespace Edits,Female,1,2
7,8,185,Female,Edits in Pages related to Women,2,3
7,9,762,Female,Edits in WikiProjects related to Women,2,3
0,5,2,User Namespace Edits,Unknown,1,2
2,5,8,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,139,Content Namespace Edits,Unknown,1,2
0,5,42,User Namespace Edits,Unknown,1,2
1,5,22,Wikipedia Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,26,User Talk Namespace Edits,Unknown,1,2
4,5,96,Content Namespace Edits,Unknown,1,2
0,6,14,User Namespace Edits,Male,1,2
1,6,2,Wikipedia Namespace Edits,Male,1,2
2,6,24,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,148,Content Namespace Edits,Male,1,2
0,6,5,User Namespace Edits,Male,1,2
1,6,38,Wikipedia Namespace Edits,Male,1,2
2,6,26,Talk Namespace Edits,Male,1,2
3,6,42,User Talk Namespace Edits,Male,1,2
4,6,398,Content Namespace Edits,Male,1,2
0,6,60,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
4,6,18,Content Namespace Edits,Male,1,2
0,7,146,User Namespace Edits,Female,1,2
1,7,213,Wikipedia Namespace Edits,Female,1,2
2,7,51,Talk Namespace Edits,Female,1,2
3,7,108,User Talk Namespace Edits,Female,1,2
4,7,256,Content Namespace Edits,Female,1,2
0,6,26,User Namespace Edits,Male,1,2
2,6,14,Talk Namespace Edits,Male,1,2
3,6,7,User Talk Namespace Edits,Male,1,2
4,6,338,Content Namespace Edits,Male,1,2
0,6,12,User Namespace Edits,Male,1,2
1,6,10,Wikipedia Namespace Edits,Male,1,2
2,6,38,Talk Namespace Edits,Male,1,2
3,6,10,User Talk Namespace Edits,Male,1,2
4,6,878,Content Namespace Edits,Male,1,2
0,6,118,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,8,Talk Namespace Edits,Male,1,2
3,6,4,User Talk Namespace Edits,Male,1,2
4,6,1566,Content Namespace Edits,Male,1,2
0,6,11,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,164,Content Namespace Edits,Male,1,2
0,6,101,User Namespace Edits,Male,1,2
1,6,31,Wikipedia Namespace Edits,Male,1,2
2,6,16,Talk Namespace Edits,Male,1,2
3,6,45,User Talk Namespace Edits,Male,1,2
4,6,927,Content Namespace Edits,Male,1,2
0,6,674,User Namespace Edits,Male,1,2
1,6,547,Wikipedia Namespace Edits,Male,1,2
2,6,264,Talk Namespace Edits,Male,1,2
3,6,1461,User Talk Namespace Edits,Male,1,2
4,6,11400,Content Namespace Edits,Male,1,2
6,8,2,Male,Edits in Pages related to Women,2,3
0,6,54,User Namespace Edits,Male,1,2
1,6,3,Wikipedia Namespace Edits,Male,1,2
2,6,8,Talk Namespace Edits,Male,1,2
3,6,25,User Talk Namespace Edits,Male,1,2
4,6,166,Content Namespace Edits,Male,1,2
0,7,3,User Namespace Edits,Female,1,2
4,7,83,Content Namespace Edits,Female,1,2
0,6,29,User Namespace Edits,Male,1,2
1,6,12,Wikipedia Namespace Edits,Male,1,2
2,6,10,Talk Namespace Edits,Male,1,2
3,6,68,User Talk Namespace Edits,Male,1,2
4,6,63,Content Namespace Edits,Male,1,2
0,5,5,User Namespace Edits,Unknown,1,2
1,5,1,Wikipedia Namespace Edits,Unknown,1,2
2,5,30,Talk Namespace Edits,Unknown,1,2
3,5,12,User Talk Namespace Edits,Unknown,1,2
4,5,553,Content Namespace Edits,Unknown,1,2
0,7,2070,User Namespace Edits,Female,1,2
1,7,3020,Wikipedia Namespace Edits,Female,1,2
2,7,974,Talk Namespace Edits,Female,1,2
3,7,3179,User Talk Namespace Edits,Female,1,2
4,7,27708,Content Namespace Edits,Female,1,2
7,8,20,Female,Edits in Pages related to Women,2,3
7,9,4,Female,Edits in WikiProjects related to Women,2,3
0,7,17,User Namespace Edits,Female,1,2
1,7,2,Wikipedia Namespace Edits,Female,1,2
3,7,11,User Talk Namespace Edits,Female,1,2
4,7,45,Content Namespace Edits,Female,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,13,Wikipedia Namespace Edits,Unknown,1,2
2,5,40,Talk Namespace Edits,Unknown,1,2
3,5,13,User Talk Namespace Edits,Unknown,1,2
4,5,1023,Content Namespace Edits,Unknown,1,2
0,5,46,User Namespace Edits,Unknown,1,2
1,5,4,Wikipedia Namespace Edits,Unknown,1,2
2,5,31,Talk Namespace Edits,Unknown,1,2
3,5,4,User Talk Namespace Edits,Unknown,1,2
4,5,43,Content Namespace Edits,Unknown,1,2
0,7,260,User Namespace Edits,Female,1,2
1,7,191,Wikipedia Namespace Edits,Female,1,2
2,7,101,Talk Namespace Edits,Female,1,2
3,7,32,User Talk Namespace Edits,Female,1,2
4,7,5078,Content Namespace Edits,Female,1,2
0,7,16,User Namespace Edits,Female,1,2
2,7,1,Talk Namespace Edits,Female,1,2
3,7,5,User Talk Namespace Edits,Female,1,2
4,7,68,Content Namespace Edits,Female,1,2
0,6,192,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,25,Content Namespace Edits,Male,1,2
0,6,3,User Namespace Edits,Male,1,2
1,6,1,Wikipedia Namespace Edits,Male,1,2
2,6,3,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,56,Content Namespace Edits,Male,1,2
0,5,36,User Namespace Edits,Unknown,1,2
2,5,9,Talk Namespace Edits,Unknown,1,2
3,5,6,User Talk Namespace Edits,Unknown,1,2
4,5,196,Content Namespace Edits,Unknown,1,2
0,6,28,User Namespace Edits,Male,1,2
2,6,6,Talk Namespace Edits,Male,1,2
3,6,2,User Talk Namespace Edits,Male,1,2
4,6,641,Content Namespace Edits,Male,1,2
0,6,4,User Namespace Edits,Male,1,2
2,6,1,Talk Namespace Edits,Male,1,2
3,6,1,User Talk Namespace Edits,Male,1,2
4,6,57,Content Namespace Edits,Male,1,2
0,5,7,User Namespace Edits,Unknown,1,2
1,5,17,Wikipedia Namespace Edits,Unknown,1,2
2,5,34,Talk Namespace Edits,Unknown,1,2
4,5,29,Content Namespace Edits,Unknown,1,2
0,6,247,User Namespace Edits,Male,1,2
1,6,1473,Wikipedia Namespace Edits,Male,1,2
2,6,739,Talk Namespace Edits,Male,1,2
3,6,1083,User Talk Namespace Edits,Male,1,2
4,6,19586,Content Namespace Edits,Male,1,2
6,8,2,Male,Edits in Pages related to Women,2,3
0,7,4,User Namespace Edits,Female,1,2
1,7,1,Wikipedia Namespace Edits,Female,1,2
3,7,13,User Talk Namespace Edits,Female,1,2
4,7,158,Content Namespace Edits,Female,1,2
0,6,4,User Namespace Edits,Male,1,2
2,6,7,Talk Namespace Edits,Male,1,2
4,6,146,Content Namespace Edits,Male,1,2
0,5,5,User Namespace Edits,Unknown,1,2
1,5,2,Wikipedia Namespace Edits,Unknown,1,2
2,5,2,Talk Namespace Edits,Unknown,1,2
3,5,10,User Talk Namespace Edits,Unknown,1,2
4,5,156,Content Namespace Edits,Unknown,1,2
0,5,1,User Namespace Edits,Unknown,1,2
2,5,8,Talk Namespace Edits,Unknown,1,2
3,5,3,User Talk Namespace Edits,Unknown,1,2
4,5,391,Content Namespace Edits,Unknown,1,2
0,7,89,User Namespace Edits,Female,1,2
1,7,2,Wikipedia Namespace Edits,Female,1,2
2,7,5,Talk Namespace Edits,Female,1,2
3,7,8,User Talk Namespace Edits,Female,1,2
4,7,173,Content Namespace Edits,Female,1,2
0,5,1,User Namespace Edits,Unknown,1,2
1,5,18,Wikipedia Namespace Edits,Unknown,1,2
3,5,9,User Talk Namespace Edits,Unknown,1,2
4,5,61,Content Namespace Edits,Unknown,1,2
0,5,4,User Namespace Edits,Unknown,1,2
